image_id,source,prompt,evaluation_seed
000000146358,coco-30k,"A couple stands next to a wedding cake.
",90930
000000068114,coco-30k,an empty street and signals that are red,58823
000000092081,coco-30k,The bike appears to be chained to the railing.,61038
000000260627,coco-30k,A commuter train traveling down train track next to a rural road.,1323
000000020979,coco-30k,A blue and white bus parked in front of a motorcycle.,46591
000000058174,coco-30k,A blue bus sitting in the middle of a street.,99221
000000351287,coco-30k,A yellow dog is walking on white snow. ,14747
000000213649,coco-30k,A city bus driving down a city street,90740
000000015597,coco-30k,shirtless skateboarder going down a ramp on clear day ,58423
000000113589,coco-30k,Two plastic containers next to a banana on a table.,29963
000000517890,coco-30k,a couple is waving a flag while stanidg on a pole,44323
000000492647,coco-30k,A herd of zebra walking across a field.,6303
000000064409,coco-30k,A pile of bananas sitting on top of a white table.,60391
000000080725,coco-30k,A cyclist checks his wrist heart rain monitor in front of a stop sign.,650
000000465552,coco-30k,A plate with spaghetti and broccoli and can of pop,89591
000000409345,coco-30k,some kids are riding skateboards on a ramp,32036
000000190447,coco-30k,A bike is shown attached to a rack.,55934
000000329542,coco-30k,A hand adding a cherry to some small tarts.,56554
000000577524,coco-30k,a couple of giraffes are standing in a pin,54834
000000280687,coco-30k,a square plate that has some food on it,69867
000000400472,coco-30k,"PASSENGER TRAIN WITH SMOKE BILLOWING IN THE WIND,TRAVELING THROUGH THE TREES",97576
000000213605,coco-30k,A bus parked next to a white building with red trimming. ,35654
000000153299,coco-30k,two giraffes are standing together outside a barn,513
000000356351,coco-30k,This bathroom is so filthy it probably doesn't work anymore,78657
000000532876,coco-30k,A skier standing in the snow next to a yellow and blue train.,78411
000000533166,coco-30k,"A modern kitchen with a fridge, island counter, hardwood floor, and deco ceiling artwork.",30872
000000349616,coco-30k,A group of animals walks on sandy surface under the cloudy sky,84695
000000393282,coco-30k,Two giraffes standing around in the middle of a field.,19472
000000439188,coco-30k,A man walking across a beach tossing a frisbee.,68765
000000115927,coco-30k,The Sun Valley Market on the corner of 10th Ave and Irving.,24544
000000219754,coco-30k,A brown plane is parked at air port,84813
000000259452,coco-30k,A city with tall buildings and a large green park.,52358
000000172342,coco-30k,A restaurant filled with customers sitting at tables.,86341
000000148724,coco-30k,a big train that is on a rail way,54250
000000002890,coco-30k,A group of people riding skis down a snow covered street.,24103
000000340386,coco-30k,A close up of a school bus parked on the side of the road.,72268
000000389604,coco-30k,An adult and baby elephant standing in a grassy field.,61981
000000562737,coco-30k,I stop sign that has another sign below it warning that traffic doesn't stop.,6845
000000068864,coco-30k,A group of people sitting next to each other in front of a TV.,7547
000000436252,coco-30k,A man riding on the back of a brown horse.,18857
000000435883,coco-30k,A ripe banana bleeding with a razor blade stuck in it.,63176
000000113095,coco-30k,A skateboarder rides his skateboard across a parking lot.,39325
000000050331,coco-30k,The fresh vegetables are growing in the garden.,23820
000000010440,coco-30k,a helicopter is flying upwards in the sky,63380
000000386525,coco-30k,A parked truck in a parking lot next to a tree.,43384
000000183967,coco-30k,a cat sitting on top of a dining room table set with wine glasses,9272
000000253341,coco-30k,A man in black shirt on asphalt next to a skateboard.,53080
000000523371,coco-30k,A man wearing a leather jacket standing next to a black motorcycle.,80314
000000417987,coco-30k,A woman underneath a umbrella on a street.,71920
000000519764,coco-30k,Cat lethargically on comfy computer chair looking relaxed.,53782
000000260635,coco-30k,A laptop sits on a toilet seat in a black and white photo.,95738
000000490927,coco-30k,The bathroom counter is nicely decorated and organized.,84932
000000116951,coco-30k,A train driving on the tracks near trees.,80465
000000249356,coco-30k,"A bathroom with a toilet, shower stall and a mirror.",54154
000000318722,coco-30k,A cat standing on an open oven door peering into the oven.,51845
000000327983,coco-30k,A pink colored bedroom with very colorful bedding.,37900
000000446113,coco-30k,A train passing by a field with a grounded airplane,75604
000000326369,coco-30k,A large polar bear on a toy ice pond in a zoo.,83289
000000147030,coco-30k,A couple of white toilets in a small room.,55030
000000543393,coco-30k,A stop sign and other signage at the corner of a street.,72947
000000551338,coco-30k,A woman standing in a park holding a yellow frisbee.,82934
000000231161,coco-30k,In a grassy field stand 2 giraffes and 2 llamas.,42992
000000021971,coco-30k,Several umbrella's and chairs gathered around at a beach.,77340
000000404461,coco-30k,A woman standing in an alley way holding an umbrella.,43092
000000031235,coco-30k,a person standing with a broken umbrella ,94762
000000438738,coco-30k,A mother and child standing in front of a group of elephants.,30937
000000553780,coco-30k,there are four donuts in a small box,21546
000000424174,coco-30k,"Bananas sitting on top of apples, pears, and other fruits.",34977
000000517465,coco-30k,A young man holding a ball in his hands.,44933
000000180563,coco-30k,Horse standing on sidewalk with white carriage in city traffic.,69142
000000062831,coco-30k,A group of zebra's eating hay from a trough.,8365
000000363036,coco-30k,A woman that is sitting in front of a cake.,5245
000000532142,coco-30k,A trolley for Adventure World on its track,57838
000000257791,coco-30k,some two zebras feeding on the dry grass,62070
000000441995,coco-30k,A smiling woman shows a hard shelled case.,7682
000000269254,coco-30k,People on a motorcycle holding a wrapped surfboard.,53203
000000187822,coco-30k,A person riding a skateboard on the side of an empty pool.,17346
000000114246,coco-30k,Three furry calves standing in a fenced area.,9895
000000577219,coco-30k,"Two individuals, each on a horse, leading four other horses.",90847
000000158922,coco-30k,A woman holding a colorful kite on top of a green field.,64102
000000420852,coco-30k,Some hot air balloons are in the air above wires.,80420
000000227765,coco-30k,The meal is being prepared in the big pot. ,77745
000000304876,coco-30k,The Seattle Space Needle as a Jumbo Jet Plane flies by.,24336
000000531815,coco-30k,a shirtless male skateboarder is doing a trick,9285
000000089395,coco-30k,Decorative pedestal water fountain located near the beach. ,62507
000000138784,coco-30k,A long red and yellow train traveling down tracks.,63260
000000279140,coco-30k,A white and blue bus passing a street intersection.,74331
000000312509,coco-30k,Various birds flying over a body of water next to trees.,26806
000000016775,coco-30k,A line in front of a black lunch truck.,22773
000000043712,coco-30k,A cat sits on top of a laptop keyboard,43860
000000555002,coco-30k,A street market where people are walking by.,29216
000000200274,coco-30k,"It is a territory with numerous things to watch. 
",6853
000000357758,coco-30k,A man riding on the back of a blue motorcycle.,85012
000000298252,coco-30k,A display case in a donut shop filled with lots of donuts.,25818
000000330408,coco-30k,A bus at a traffic intersection in a city. ,28
000000448205,coco-30k,A renovated propeller airplane flying in a blue sky,81298
000000416335,coco-30k,Multiple pizzas sitting on top of a wooden counter next to a crowd of people.,14284
000000465911,coco-30k,A young boy riding a skateboard in front of a driveway to a garage.,20133
000000453634,coco-30k,A bathroom with a toilette with it's seat down.,27268
000000322845,coco-30k,a close up of a street sign near a building,14083
000000546782,coco-30k,Traffic mirror reflecting the intersection at Race Street.,63813
000000338878,coco-30k,Closeup of an orange stuck between a tree an its branch.,1702
000000077400,coco-30k,Adolescent standing in the living room in a tuxedo. ,95212
000000361046,coco-30k,Man knelling on a surf board on a wave.,17594
000000226567,coco-30k,A row of parked vehicles in front of a tall building.,7692
000000543181,coco-30k,A group of people are on a safari in a vehicle and they are viewing a giraffe.,57737
000000484229,coco-30k,The people walk down the street holding umbrellas.,64227
000000523394,coco-30k,Shoes on a skateboard flipped upside down. ,53057
000000075372,coco-30k,A giraffe is poking its nose into a girl's beverage cup.,14254
000000187624,coco-30k,A person and young girl with a frog umbrella standing next to water.,58550
000000332532,coco-30k,a bath room with two toilets and a sink,2748
000000560000,coco-30k,A cheesy pizza has mushrooms sliding off of it.,56974
000000154589,coco-30k,A woman standing in a kitchen with a dog.,99337
000000025282,coco-30k,A smiling woman sitting on a stationary motorcycle.,51308
000000397166,coco-30k,A very simple bathroom with beige and cream colored decor.,60925
000000541291,coco-30k,"The old, dilapidated  bathroom has fallen into disrepair.",32607
000000140651,coco-30k,A man that is sitting on a motorcycle.,78783
000000344171,coco-30k,A row of umbrellas next to trees with buildings in background.,74306
000000320600,coco-30k,a close up of a cat in an opened hand bag,97425
000000010115,coco-30k,A room filled with furniture and curtains on top of carpet.,23149
000000492132,coco-30k,People walking in a museum with a airplane hanging from the celing.,33668
000000220764,coco-30k,A person cross country skiing across a snow filled plain.,9243
000000140286,coco-30k,A white horse drawn carriage in front of a yellow building.,82567
000000216910,coco-30k,a man holding onto a surfboard while standing next to a tree,61628
000000303944,coco-30k,a group of black suitcases sitting next to each other by a wall,19107
000000278822,coco-30k,The two people are ready to serve the variety of donuts.,98996
000000145405,coco-30k,Two woman sharing an umbrella as they walk,94676
000000463913,coco-30k,A sandwich sitting on top of tissue paper on top of a wooden table.,25486
000000197847,coco-30k,Two people skiing down a snow covered slope.,88238
000000291305,coco-30k,A horse pulls a carriage at the beginning of a parade,25739
000000529850,coco-30k,A man kneeling down to a black cat on luggage.,85070
000000204525,coco-30k,A man standing next to a few bags of luggage.,71956
000000018771,coco-30k,A river with lots of trees on the river banks and a bridge in the middle of the river.,99322
000000545594,coco-30k,A woman with a red backpack is on a bus.,8379
000000505223,coco-30k,A group of people playing with soccer balls in the grass.,24023
000000158806,coco-30k,The dog is thinking about eating the sandwich.,10355
000000098656,coco-30k,A man in a dress riding a tiger motorcycle.,29595
000000168455,coco-30k,a traffic light on a pole on a side walk,42645
000000295809,coco-30k,Street sign painted on a road that looks like a bicycle. ,4118
000000379542,coco-30k,A man riding a skateboard off the side of a ramp.,78380
000000449150,coco-30k,A cat is about to have its teeth brushed. ,38336
000000239198,coco-30k,A cow standing in shallow water next to a wooded forest.,11015
000000216482,coco-30k,A giraffe staring at the camera in a field.,32621
000000453731,coco-30k,A large brown dog laying net to brown wooden barrels.,15983
000000003093,coco-30k,A blue bowl sitting on a table with a banana in it. ,31969
000000108838,coco-30k,"People outside a building on a street with a gay crossing, girl with bicycle, and a motorcycle rider with helmut.",51115
000000316365,coco-30k,"A person working at an airport, outside of an airplane.",23059
000000127659,coco-30k,A commuter train passes people sitting on a bench at a train station.,96919
000000181745,coco-30k,A surfer is riding the waves in the water. ,98743
000000469840,coco-30k,A man and child on a red and black motorcycle.,98543
000000507180,coco-30k,"A person kicking a soccer ball and another person trying to steal it, in a soccer game.",24060
000000153973,coco-30k,A herd of cattle standing on top of a grass covered field.,43080
000000220292,coco-30k,A couple of cats lying in a red suit case on a bed.,81591
000000079369,coco-30k,A pot on the stove is filled with food.  ,7328
000000347558,coco-30k,A renovated kitchen with stainless steel appliances and a huge stove,37749
000000388066,coco-30k,A black plate filled with food by a keyboard,32002
000000192095,coco-30k,A man pitching a baseball on top of a field.,47842
000000184951,coco-30k,"Chicken, broccoli, and macaroni and cheese served an on orange plate. ",30227
000000187285,coco-30k,Two men riding surfboards on a wave in the ocean.,46481
000000211192,coco-30k,A pristine doctors examining room waiting for the next patient.,86609
000000240147,coco-30k,The baseball player is throwing the fast pitch.,48877
000000145284,coco-30k,A wooden park bench sitting in the  middle of a park.,64671
000000113707,coco-30k,A fluffy cat sitting on a laptop keyboard. ,60664
000000572226,coco-30k,A lion head mask is hanging in an outdoor shop.,24729
000000051119,coco-30k,A bus that has been burned is sitting in pieces on the street.,32680
000000119752,coco-30k,"Cups, fruit and a person in a white t shirt",61421
000000277689,coco-30k,Lavishly decorated cake and empty drinking glasses await their tropical guests,21054
000000015883,coco-30k,Cook preparing a meal in folded bread at a food stall.,73340
000000298578,coco-30k,A group of people on a court with tennis rackets.,40113
000000375449,coco-30k,A herd of sheep standing on top of a lush green field,74378
000000517793,coco-30k,Group of people flying a blight kite with smiley faces on it. ,80537
000000283438,coco-30k,A TV inside of a bathroom mirror next to a light.,88594
000000468456,coco-30k,"A group of people, one of a woman with a umbrella.",2962
000000295574,coco-30k,A man taking pics in a bathroom with a cellphone,92980
000000100006,coco-30k,A truck that is sitting in the street.,34198
000000288075,coco-30k,Several benches stand by the side of a river.,84304
000000019667,coco-30k,Two soccer teams playing against each other on a field.,57824
000000210749,coco-30k,A person riding a skateboard down a metal railing.,48760
000000319530,coco-30k,a man on skies is coming down a hill,76155
000000469777,coco-30k,Several people standing around a watering hole taking photos of elephants.,97092
000000245067,coco-30k,A surfer is riding a wave in the ocean.,97799
000000097502,coco-30k,A man sitting on the ground looking like a zombie.,72229
000000400062,coco-30k,A man in brown shirt playing with a red frisbee.,26062
000000484723,coco-30k,Lovingly restored antique double decker buses in London,34621
000000514773,coco-30k,A desktop computer sitting on top of a wooden desk.,40864
000000062839,coco-30k,The person is walking in the alley alone ,62258
000000469795,coco-30k,A walk in shower next to a tub in a bathroom.,11355
000000249643,coco-30k,A train traveling down train tracks near a train station.,778
000000529256,coco-30k,Two dogs laying on a bed with a red comforter.,49155
000000310202,coco-30k,A woman standing in front of a table full of bananas.,70835
000000480605,coco-30k,An airplane flies up into the sky with the wheel out.,96556
000000530407,coco-30k,Elephants with long tusks greeting each other with their trunks,81922
000000311950,coco-30k,A hot dog on a bun covered in ketchup and mustard.,12651
000000275843,coco-30k,A double decker bus stopped at an intersection.,53144
000000032909,coco-30k,Some very cute cows all lined up in a row.,32355
000000171685,coco-30k,people walking around and looking at assorte motorcycles ,46239
000000022474,coco-30k,A knife about to cut a birthday cake in pieces.,15239
000000232511,coco-30k,There is a older man on a motorized chair riding on the grass,724
000000130527,coco-30k,a group of cows grazing in a green grass wire fenced pasture.,15023
000000489799,coco-30k,Several men on a field playing soccer together.,57012
000000361265,coco-30k,A woman walking across a street holding a camera.,49652
000000004283,coco-30k,Two birds that are sitting in a marsh area.,5499
000000476339,coco-30k,"Parking meter that is expired, with damp street below",10787
000000119802,coco-30k,stuffed animals are sitting together in a street corner,22360
000000438531,coco-30k,a child on a couch using a laptop,16952
000000350614,coco-30k,A person on a surf board riding the waves,95420
000000371322,coco-30k,A river with men riding paddle and surf boards on top of it.,31470
000000303358,coco-30k,three elephants are standing in a brown field of grass,31728
000000540694,coco-30k,A giraffe standing in a lot filled with cars.,22903
000000183843,coco-30k,A man riding a snowboard across snow covered ground.,10381
000000371117,coco-30k,A black and white cat sitting on the side of a computer monitor.,67963
000000494439,coco-30k,A train that is sitting on a track.,6203
000000209419,coco-30k,A white dog laying on top of a Siamese cat on a stone wall.,35800
000000227985,coco-30k,Two sandwiches cut in half sitting on top of a white plate.,97751
000000272961,coco-30k,A large horse studding next to a baby horse.,93488
000000576714,coco-30k,A sheep standing in a open grass field.,77335
000000058141,coco-30k,People walk through the street with umbrellas to shade the sun.,19068
000000136285,coco-30k,A gentleman and child in a vintage picture with a horse. ,56188
000000357737,coco-30k,A picture of a person standing by a bicycle.,68561
000000408057,coco-30k,Clothes hanging on a rope over an unfinished patio.,95805
000000098839,coco-30k,A cat curiously looking sideways at a television.,55696
000000547759,coco-30k,A lunch of two chili dogs and a grape soda.,74582
000000519703,coco-30k,A group of ferry and sailboats are sitting on the water.,51441
000000411188,coco-30k,a gray bird about to perch on a branch,97035
000000358075,coco-30k,A checkered table with plates of food and deep dish pizza.,76577
000000443969,coco-30k,A baby girl standing in a shopping cart holding an umbrella.,31997
000000061943,coco-30k,"A big full view of several people gathering.
",50487
000000363784,coco-30k,A white bath tub sitting under a window.,47915
000000347666,coco-30k,A dog and a horse standing near each other.,69816
000000116289,coco-30k,Two giraffe standing next to each other around a tree.,78502
000000040087,coco-30k,A yellow fire hydrant sits by the side of the road.,44067
000000504700,coco-30k,A man in a suit stands in front of a bus,92465
000000426070,coco-30k,a person sitting on a couch in a living room,35063
000000102805,coco-30k,A man in holds a Frisbee in the parking lot by the river.,88410
000000578993,coco-30k,A person wearing a black water suit surfs in the ocean,84275
000000286785,coco-30k,A zebra reaching its head into a car to lick a passengers legs.,36147
000000322785,coco-30k,A double deck tour bus at a stop with passengers.,21013
000000234590,coco-30k,"a bathroom with towels , lights, and a sink that is clean ",57312
000000167422,coco-30k,A red fire hydrant located beside a river of water.,52927
000000180510,coco-30k,a train on a train track with a sky in the background,90002
000000477042,coco-30k,A woman on a bench plays an accordion as a man looks on. ,19223
000000305993,coco-30k,They are holding a frisbee together while hugging each other.,37710
000000016491,coco-30k,a number of baseball players on a field,58994
000000169436,coco-30k,A man is wearing baseball gear and standing on the field.,21875
000000250506,coco-30k,A young girl sitting on top of a skateboard.,96695
000000304438,coco-30k,This is an old fashion picture of a young man in a suit.,57200
000000214305,coco-30k,A young boy poses next to his homemade pizza.,5801
000000533140,coco-30k,"Three sheep in a vineyard, two black faced and one white faced",95155
000000046905,coco-30k,a dog and a cat sit on chairs near each other,11181
000000308564,coco-30k,A plate of spaghetti with broccoli and mushrooms,71875
000000335041,coco-30k,A man cross-country skiing on a snowy city street,73202
000000312056,coco-30k,A white cat standing on top of a suitcase.,14117
000000243313,coco-30k,an old fashioned television on a city side walk,57123
000000439573,coco-30k,A large sandwich cut in half sitting on a plate.,50659
000000289229,coco-30k,A man wearing a white lab coat holding a bone saw.,92902
000000293785,coco-30k,A white truck parked in front of a store with lots of windows.,27512
000000553862,coco-30k,Small group with a folding table next to a decorative old bus.,83168
000000380634,coco-30k,A young child riding on the back of a brown horse.,86727
000000104893,coco-30k,a yellow and black train sitting on track ,83304
000000136833,coco-30k,A couple of police motorcycles parked next to each other.,93379
000000561335,coco-30k,Two row boats are laying upside down in the woods.,74545
000000344897,coco-30k,a bunch of cows standing and laying on a grass field.,99593
000000507887,coco-30k,Two pizzas are sitting alongside an almost empty pitcher of wine.,78715
000000003382,coco-30k,People in navy uniforms and one person talking on a walkie- talkie.,60203
000000316917,coco-30k,a sandwich with grilled meat covered by salad greens,21368
000000372316,coco-30k,A street containing various cars and lampposts at night.,2399
000000408501,coco-30k,A blue and yellow train going down the train track,96892
000000079653,coco-30k,A mouse is wrapped in its own cord and wrapped in a backpack.,55475
000000189067,coco-30k,This expert skateboarder is skateboarding on a railing.,43841
000000339738,coco-30k,A cat looks tired while wearing a small plastic hat.,73501
000000426629,coco-30k,A giraffe stands in a field as birds perch on its neck.,94956
000000469134,coco-30k,A group of bikers assembles outside of a pizza shop.,57875
000000367673,coco-30k,The young girls are playing a game of soccer on the field. ,5157
000000287667,coco-30k,a wooden cutting board a knife some carrots and onions,87420
000000416345,coco-30k,A cat sitting in a black office chair.,54295
000000073201,coco-30k,Two girls and a boy eating food and laughing.,20937
000000353970,coco-30k,a cat sitting in a chair looking up,81620
000000101180,coco-30k,a couple of red lights are on a pole,75806
000000455355,coco-30k,a man on a horse that is in side of a gate,77709
000000324638,coco-30k,A group of people standing around a table with food on top of it.,44193
000000130262,coco-30k,a man on a surf board riding a small wave,13940
000000495732,coco-30k,Two men play Wii in a cramped living room.,94515
000000270744,coco-30k,A man carries a leash around his shoulders as two dogs make their way alongside.,10859
000000201676,coco-30k,Three zebras standing next to each other in a meadow with other zebras visible behind them,67403
000000027440,coco-30k,A giraffe standing outside of a building next to a tree.,19508
000000479280,coco-30k,A woman laying in bed sleeping next to an alarm clock.,64491
000000318056,coco-30k,A tall yellow double decker bus parked next to another bus.,71003
000000082259,coco-30k,a couple of men are standing on a snowy mountain,34195
000000058701,coco-30k,a street sign on the corner of a city street ,64562
000000566049,coco-30k,People on a beach playing a game of frisbee.,54321
000000261050,coco-30k,A man sitting on top of a hair next to a  woman.,69126
000000113113,coco-30k,A basket filled with lots of fresh produce.,91603
000000144200,coco-30k,broccoli being sauteed in a pan with a wooden spoon,27911
000000316240,coco-30k,Multiple images are seen showing forest scenes and a small cottage.,1702
000000085340,coco-30k,A woman holds a basket with a hot dog while she is surrounded by two other people.,51274
000000091236,coco-30k,A group of jets flying overhead in tight formation.,90199
000000106172,coco-30k,A guy posing with a guitar while making a song.,4607
000000399164,coco-30k,A computer desk with a desktop and laptop computer. ,51910
000000436111,coco-30k,"This is a small bathroom with a toilet, a shower, and a dirty floor. ",96712
000000015614,coco-30k,Two giraffes that are standing in the grass.,82710
000000489023,coco-30k,A soccer player looks up at a soccer ball.,86741
000000149272,coco-30k,Cross-country skiers are getting their workout for the day.,59442
000000578967,coco-30k,A monorail is going down the track with people on it. ,59550
000000484042,coco-30k,A man in black wet suit holding a surfboard under his arm.,78250
000000155811,coco-30k,"People out on a city street in the rain, many with umbrellas.",58057
000000434850,coco-30k,A traffic light next to another set of traffic lights.,87618
000000214975,coco-30k,A green truck cake sitting on top of a table.,75632
000000014029,coco-30k,A person laying on a beach next to a  white surfboard.,42461
000000222842,coco-30k,Partially consumed slices of cake at a restaurant table.,18566
000000492878,coco-30k,A bathroom sink and its reflection in the mirror.,77730
000000258036,coco-30k,A nude lady lying on a bed with white sheets,54308
000000450724,coco-30k,A man sitting on a bench right on a bay of water.,14775
000000335774,coco-30k,A dinner plate has a lot of different food on it. ,16719
000000323460,coco-30k,A red plastic basket with two hot dogs on it.,25546
000000138806,coco-30k,this kitchen is very big and has wood cainets,48818
000000369482,coco-30k,a traffic light hanging over a city street ,42514
000000221172,coco-30k,A man in a blue shirt is playing tennis.,12712
000000175024,coco-30k,A person sits on top of a motorcycle with a stuffed toy.,57261
000000138220,coco-30k,A man with a tattoo on his back and a frisbee in his hand. ,3814
000000124654,coco-30k,"A restroom view of a toilet, sink, and shower curtain.",85853
000000231088,coco-30k,6 open umbrellas of various colors hanging on a line,62687
000000044964,coco-30k,a big mama elephant with her baby in a natural setting,75728
000000293245,coco-30k,A Yamaha motorcycle parked outside of a building.,84605
000000579036,coco-30k,a red bus with an open upper deck,99230
000000240915,coco-30k,a close up of an open umbrella on a a fence,14740
000000103667,coco-30k,A kitchen with a center island surrounded by wooden stools.,30311
000000259728,coco-30k,A stop sign on a pole near a road.,54997
000000248912,coco-30k,A plate has a sandwich on it and is next to an apple. ,43540
000000575719,coco-30k,A young woman holding a white frisbee in her hands.,62705
000000268641,coco-30k,The orange fire hydrant is on a sidewalk in front of a brick building.,55768
000000210990,coco-30k,A skier climbing up a snowy mountain half in shade.,51527
000000443597,coco-30k,Four pieces of dessert on a styrofoam plate,95890
000000108353,coco-30k,A small bird sitting on a tree branch.,87986
000000302710,coco-30k,Two NYPD motorcycles parked along a city street.,81137
000000388795,coco-30k,Two desks rigged to look like the drivers seats of race cars are at the foot of a bed.,32620
000000215633,coco-30k,A man dressed up and posing for a picture,26655
000000248771,coco-30k,an image of a street scene with traffic lights,55150
000000068300,coco-30k,A plate of spaghetti with red sauce and broccoli. ,6214
000000435576,coco-30k,A man wearing a hat standing next to a pile of produce.,21610
000000400401,coco-30k,A competitive skier leans on their skis while going downhill,89531
000000520232,coco-30k,A bird flying between to stop lights in the evening.,2435
000000417440,coco-30k,Three Zebras grazing on the grass in a field.,53302
000000238071,coco-30k,"S&B train number 3815 coming down the track, country area.",79074
000000351787,coco-30k,A herd of zebra in a grassy field under a field,59471
000000246398,coco-30k,A man riding a skateboard on top of a metal rail.,56869
000000487943,coco-30k,a man doing a big jump with his skateboard ,44055
000000463583,coco-30k,A sandwich and some fries on a plate.,97242
000000087194,coco-30k, a polar bear in the water holding a carrot,79790
000000174363,coco-30k,"A bird flying over an ocean, with a wave crashing behind it.",22502
000000017198,coco-30k,A parked silver subway train next to a platform.,60855
000000486501,coco-30k,Large adult cat lying in white sink in residential bathroom.,7670
000000273494,coco-30k,a hotel rooom  with two beds and a food tray on one bed,28091
000000339845,coco-30k,A view of a professional camera and light umbrella.,37595
000000490567,coco-30k,A bathroom with a white toilet next to a walk in shower.,90186
000000398005,coco-30k,A group of zebra standing on top of a dry grass field.,62471
000000569825,coco-30k,A catcher at a baseball game who removed his mask.,80610
000000565903,coco-30k,A woman with sunglasses holding a bottle of water and in a throwing motion with a frisbee in the air.,17503
000000447279,coco-30k,There are police men standing and some are sitting on horses,25812
000000513513,coco-30k,The halved melon is on the counter next to the remote.,49627
000000170893,coco-30k,A dog is standing next to a toilet playing with tissue,76015
000000223005,coco-30k,A brown and black cow in a field with a barn in the background.,74091
000000414698,coco-30k,a male tennis player volleying a tennis ball at a match,7135
000000239235,coco-30k,A group of people riding down a snow covered ski slope.,26430
000000363574,coco-30k,Several ripe red apples resting in the grass.,46541
000000482690,coco-30k,"A boy soaring into the air, doing tricks on his skateboard.",9285
000000213816,coco-30k,a close up of a public transit train with its doors open,55912
000000036765,coco-30k,A man is riding a horse and buggy on the beach.,67627
000000004936,coco-30k,A white dish filled with lots of vegetables.,98565
000000337505,coco-30k,The kitchen with utensils on the wall is very old.,10220
000000575544,coco-30k,A gray motorcycle parked in a parking lot.,82120
000000055601,coco-30k,A brown bear is grazing in the grass.,87164
000000292991,coco-30k,THIS IS A PHOTO OF SOMEONES LUGGAGE LEFT BEHIND,85659
000000430519,coco-30k,A yellow and blue bus driving down a curvy road.,75571
000000212453,coco-30k,A white toilet sitting in a corner of a room.,2931
000000071385,coco-30k,A man is surfboarding right up to the steep shoreline.  ,37888
000000238700,coco-30k,a giraffe and a zebra are standing in a field,19717
000000544052,coco-30k,A couple of storm troopers standing next to each other.,67557
000000557595,coco-30k,"Lower body shot of man in dark cloths, walking away in cross walk area, holding skate board.",85947
000000210372,coco-30k,a counter with cleaning supplies ice cube trays and racks from a fridge and a drawer missing,94908
000000515585,coco-30k,Two cats sitting on top of a foamy chair attached to a wall.,70880
000000297374,coco-30k,A blue bike parked next to a tree in a planter.,51403
000000024931,coco-30k,a man with a jacket and tie with his arms spread out ,40637
000000289941,coco-30k,A little boy sitting on a bed drinking from a cup.,82537
000000129903,coco-30k,A street sign with the words Manuel and Idalgo on it.,27539
000000181446,coco-30k,A man scowling while looking in a refrigerator ,7304
000000318778,coco-30k,A group of people standing around tables next to a jet.,97149
000000449768,coco-30k,a black motorcycle sitting on the dirt road,36442
000000285388,coco-30k,"A zebra walking inside of its pen, with its back to the camera.",81096
000000044136,coco-30k,"Two men sitting at a table, one with a bottle in his hand and the other has a bow tie on. ",15253
000000035266,coco-30k,A white toilet sitting inside of a bathroom.,9344
000000205350,coco-30k,A bathroom with marble walls and counters surround a large mirror.,81886
000000559312,coco-30k,The man is walking with a bicycle covered with small green bananas. ,58575
000000301380,coco-30k,A herd of sheep in a rural landscape with trees and a pond in the background.,62601
000000060859,coco-30k,A train traveling through rural countryside under power lines.,46499
000000360480,coco-30k,A woman in white jacket and green skirt playing tennis.,24445
000000353299,coco-30k,Two horses standing on a lush green field.,34880
000000136584,coco-30k,A bird perched on top of a wooden power pole.,62606
000000417716,coco-30k,a red traffic light sitting next to a  brick wall.,70298
000000415672,coco-30k,A street scene with people on motorcycles and people sitting on benches.,85391
000000233033,coco-30k,An outdoor with a patio with chairs and a wooden deck. ,91404
000000342490,coco-30k,A airplane is taking off near a grassy area.,2205
000000539129,coco-30k,A single zebra that is grazing in a field.,42423
000000428885,coco-30k,A man standing on a roof holding an ax.,37647
000000402926,coco-30k,A giraffe running across a large dirt field.,60043
000000577712,coco-30k,Three people stand in front of the giraffe zoo section.,25197
000000416476,coco-30k,a polar bear near rock formations in an enclosed area,92610
000000447558,coco-30k,A group of men on a field playing baseball.,26386
000000499313,coco-30k,A deep dish and thick crusted pizza with toppings.,70371
000000429142,coco-30k,A man that is in the air with a skateboard.,39499
000000465692,coco-30k,Person in jacket riding a bicycle on a street.,34552
000000362026,coco-30k,A standup shower and toilet in a small bathroom.,29624
000000418143,coco-30k,A group of four people riding skis while holding ski poles.,50352
000000573753,coco-30k,A cat with glowing eyes laying on top of a person.,61835
000000196046,coco-30k,A group of people sitting on motor bikes on a street.,96301
000000241326,coco-30k,A big chair with a gray cat laying on top of it next to a black dog.,12703
000000285089,coco-30k,A black bear balances on a wooden fence,76
000000327070,coco-30k,A blue bus driving down a curvy street.,52043
000000246966,coco-30k,A different variety of foods in plastic bags.,41753
000000452308,coco-30k,A traffic light on green with several traffic signs surrounding it,57954
000000144438,coco-30k,Two people with pizzas on a picnic table outdoors.,32306
000000444515,coco-30k,THERE IS A NUT AND A ORANGE YOGURT AND AN APPLE,8939
000000440045,coco-30k,three children sitting on a bench near one another,57496
000000189241,coco-30k,Two chefs are preparing sandwiches on a cluttered table.,90097
000000292123,coco-30k,A row of benches on a boat casting a shadow.,5818
000000426542,coco-30k,Baseball players watching whats going on in the field,2476
